0: 36
PBA: 105 3D pts, 20 cams and 3646 projs...
PBA: 1.887 -> 1.493 (5 LMs in 0.20sec)
ERROR: [530.531] --> [1361.116]

#############################
#56: [80] sees 319 (+88) 3D points
Estimated Focal Length [532][3.13N]
# 31 projs (0 pts and 0 merges)
SKIP: 0 cams, 248 points, 1251 projs
PBA: 105 3D pts, 20 cams and 3641 projs...
PBA: 1.972 -> 1.497 (5 LMs in 0.21sec)
ERROR: [532.465] --> [1324.552]

#############################
#56: [83] sees 336 (+84) 3D points
Estimated Focal Length [900][5.30N]
# 37 projs (0 pts and 0 merges)
SKIP: 0 cams, 248 points, 1245 projs
PBA: 105 3D pts, 20 cams and 3648 projs...
PBA: 2.088 -> 1.510 (5 LMs in 0.21sec)
ERROR: [900.475] --> [2531.282]

#############################
#56: [79] sees 321 (+83) 3D points
Estimated Focal Length [666][3.87N]
# 38 projs (0 pts and 0 merges)
SKIP: 0 cams, 248 points, 1251 projs
PBA: 105 3D pts, 20 cams and 3650 projs...
PBA: 2.013 -> 1.583 (5 LMs in 0.21sec)
ERROR: [665.884] --> [2595.548]

#############################
#56: [69] sees 200 (+82) 3D points
Estimated Focal Length [333][1.88N]
# 33 projs (0 pts and 0 merges)
SKIP: 0 cams, 248 points, 1253 projs
PBA: 105 3D pts, 20 cams and 3645 projs...
PBA: 1.841 -> 1.516 (5 LMs in 0.21sec)
ERROR: [333.441] --> [1077.108]

#############################
#56: [76] sees 269 (+83) 3D points
Estimated Focal Length [635][3.87N]
# 34 projs (0 pts and 0 merges)
SKIP: 0 cams, 248 points, 1248 projs
PBA: 105 3D pts, 20 cams and 3646 projs...
PBA: 2.213 -> 1.504 (5 LMs in 0.20sec)
ERROR: [635.469] --> [1659.902]

#############################
#56: [78] sees 307 (+94) 3D points
Estimated Focal Length [240][1.40N]
# 35 projs (0 pts and 0 merges)
SKIP: 0 cams, 248 points, 1248 projs
PBA: 105 3D pts, 20 cams and 3648 projs...
PBA: 1.943 -> 1.516 (5 LMs in 0.21sec)
ERROR: [239.724] --> [961.189]

#############################
#56: [75] sees 215 (+101) 3D points
Estimated Focal Length [130][0.79N]
# 30 projs (0 pts and 0 merges)
SKIP: 0 cams, 248 points, 1250 projs
PBA: 105 3D pts, 20 cams and 3643 projs...
PBA: 1.848 -> 1.505 (5 LMs in 0.21sec)
ERROR: [129.536] --> [596.672]

#############################
#56: [71] sees 195 (+77) 3D points
Estimated Focal Length [933][5.36N]
# 30 projs (0 pts and 0 merges)
SKIP: 0 cams, 248 points, 1245 projs
PBA: 105 3D pts, 20 cams and 3643 projs...
PBA: 1.982 -> 1.511 (5 LMs in 0.20sec)
ERROR: [933.095] --> [1911.667]

#############################
#56: [68] sees 207 (+72) 3D points
Estimated Focal Length [1211][6.84N]
# 36 projs (0 pts and 0 merges)
SKIP: 0 cams, 248 points, 1245 projs
PBA: 105 3D pts, 20 cams and 3649 projs...
PBA: 2.078 -> 1.505 (5 LMs in 0.20sec)
ERROR: images #46 has bad focal lengths
Focal Length : [1211.006]->[1709.258]
Radial Distortion : [-125.198 -> -30]

#############################
#56: [62] sees 178 (+90) 3D points
Estimated Focal Length [48][0.29W]
# 19 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#56: [67] sees 202 (+89) 3D points
Estimated Focal Length [1537][9.49N]
# 37 projs (0 pts and 0 merges)
SKIP: 0 cams, 246 points, 1245 projs
PBA: 107 3D pts, 21 cams and 3675 projs...
PBA: 2.245 -> 1.503 (5 LMs in 0.22sec)
Focal Length : [1537.235]->[2115.569]
Radial Distortion : [-192.227 -> -23]

#############################
#57: [63] sees 183 (+89) 3D points
Estimated Focal Length [768][4.68N]
# 31 projs (0 pts and 0 merges)
SKIP: 0 cams, 248 points, 1215 projs
PBA: 105 3D pts, 20 cams and 3682 projs...
PBA: 1.814 -> 1.541 (5 LMs in 0.21sec)
ERROR: [767.547] --> [2062.136]

#############################
#57: [61] sees 189 (+74) 3D points
Estimated Focal Length [321][1.87N]
# 36 projs (0 pts and 0 merges)
SKIP: 0 cams, 248 points, 1245 projs
PBA: 105 3D pts, 20 cams and 3688 projs...
PBA: 1.941 -> 1.534 (5 LMs in 0.20sec)
ERROR: [321.321] --> [962.219]

#############################
#57: [77] sees 283 (+90) 3D points
Estimated Focal Length [453][2.83N]
# 26 projs (0 pts and 0 merges)
SKIP: 0 cams, 248 points, 1250 projs
PBA: 105 3D pts, 20 cams and 3679 projs...
PBA: 1.736 -> 1.515 (5 LMs in 0.20sec)
ERROR: [452.571] --> [1703.599]

#############################
#57: [70] sees 203 (+104) 3D points
Estimated Focal Length [545][3.08N]
# 32 projs (0 pts and 0 merges)
SKIP: 0 cams, 248 points, 1240 projs
PBA: 105 3D pts, 20 cams and 3686 projs...
PBA: 1.802 -> 1.533 (5 LMs in 0.22sec)
ERROR: [545.144] --> [1682.865]

#############################
#57: [65] sees 169 (+100) 3D points
Estimated Focal Length [831][5.16N]
# 27 projs (0 pts and 0 merges)
SKIP: 0 cams, 248 points, 1246 projs
PBA: 105 3D pts, 20 cams and 3682 projs...
PBA: 2.047 -> 1.529 (5 LMs in 0.21sec)
ERROR: [830.548] --> [2120.721]

#############################
#57: [66] sees 210 (+96) 3D points
Estimated Focal Length [671][4.14N]
# 32 projs (0 pts and 0 merges)
SKIP: 0 cams, 248 points, 1242 projs
PBA: 105 3D pts, 20 cams and 3687 projs...
PBA: 1.903 -> 1.530 (5 LMs in 0.20sec)
ERROR: [671.066] --> [1899.298]

#############################
#57: [64] sees 170 (+89) 3D points
Estimated Focal Length [572][3.53N]
# 29 projs (0 pts and 0 merges)
SKIP: 0 cams, 248 points, 1247 projs
PBA: 105 3D pts, 20 cams and 3684 projs...
PBA: 1.967 -> 1.531 (5 LMs in 0.20sec)
ERROR: [572.312] --> [1667.501]

#############################
#57: [55] sees 101 (+78) 3D points
Estimated Focal Length [1045][6.57N]
# 28 projs (0 pts and 0 merges)
SKIP: 0 cams, 248 points, 1244 projs
PBA: 105 3D pts, 20 cams and 3683 projs...
PBA: 1.684 -> 1.530 (5 LMs in 0.21sec)
ERROR: images #31 has bad focal lengths
ERROR: images #32 has bad focal lengths
Focal Length : [1044.922]->[992.641]
Radial Distortion : [-42.813 -> -22]

#############################
#56: [58] sees 105 (+89) 3D points
Estimated Focal Length [400][2.34N]
# 18 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#56: [59] sees 81 (+91) 3D points
Estimated Focal Length [428][2.55N]
# 29 projs (0 pts and 0 merges)
SKIP: 0 cams, 246 points, 1283 projs
PBA: 107 3D pts, 21 cams and 3662 projs...
PBA: 1.955 -> 1.519 (5 LMs in 0.21sec)
ERROR: [427.623] --> [988.205]

#############################
#56: [56] sees 147 (+112) 3D points
Estimated Focal Length [593][3.47N]
# 30 projs (0 pts and 0 merges)
SKIP: 0 cams, 248 points, 1244 projs
PBA: 105 3D pts, 20 cams and 3639 projs...
PBA: 1.957 -> 1.518 (5 LMs in 0.20sec)
ERROR: [593.369] --> [1633.587]

#############################
#56: [50] sees 58 (+85) 3D points
Estimated Focal Length [1513][8.55N]
# 26 projs (0 pts and 0 merges)
SKIP: 0 cams, 248 points, 1244 projs
PBA: 105 3D pts, 20 cams and 3636 projs...
PBA: 2.077 -> 1.520 (5 LMs in 0.20sec)
Focal Length : [1512.511]->[2470.708]
Radial Distortion : [-243.762 -> -28]

#############################
#57: [38] sees 79 (+87) 3D points
Estimated Focal Length [492][2.91N]
# 31 projs (0 pts and 0 merges)
SKIP: 0 cams, 248 points, 1215 projs
PBA: 105 3D pts, 20 cams and 3667 projs...
PBA: 1.854 -> 1.550 (5 LMs in 0.20sec)
ERROR: [492.215] --> [1143.617]

#############################
#57: [37] sees 95 (+77) 3D points
Estimated Focal Length [449][2.61N]
# 27 projs (0 pts and 0 merges)
SKIP: 0 cams, 248 points, 1243 projs
PBA: 105 3D pts, 20 cams and 3666 projs...
PBA: 1.844 -> 1.549 (5 LMs in 0.20sec)
ERROR: [449.143] --> [958.313]

#############################
#57: [52] sees 151 (+132) 3D points
Estimated Focal Length [1558][9.44N]
# 25 projs (0 pts and 0 merges)
SKIP: 0 cams, 248 points, 1242 projs
PBA: 105 3D pts, 20 cams and 3664 projs...
PBA: 2.210 -> 1.535 (5 LMs in 0.20sec)
Focal Length : [1558.171]->[2240.363]
Radial Distortion : [-196.392 -> -22]

#############################
#58: [44] sees 121 (+108) 3D points
Estimated Focal Length [1374][8.18N]
# 28 projs (0 pts and 0 merges)
SKIP: 0 cams, 248 points, 1215 projs
PBA: 105 3D pts, 20 cams and 3692 projs...
PBA: 1.847 -> 1.538 (5 LMs in 0.20sec)
Focal Length : [1374.351]->[1364.671]
Radial Distortion : [-76.779 -> -25]

#############################
#59: [41] sees 110 (+119) 3D points
Estimated Focal Length [1179][6.94N]
# 32 projs (0 pts and 0 merges)
SKIP: 0 cams, 251 points, 1255 projs
PBA: 102 3D pts, 20 cams and 3684 projs...
PBA: 1.824 -> 1.584 (5 LMs in 0.20sec)
Focal Length : [1179.416]->[1732.766]
Radial Distortion : [-129.393 -> -27]

#############################
#60: [42] sees 137 (+152) 3D points
Estimated Focal Length [212][1.23N]
# 24 projs (0 pts and 0 merges)
SKIP: 0 cams, 254 points, 1318 projs
PBA: 99 3D pts, 20 cams and 3645 projs...
PBA: 1.789 -> 1.609 (5 LMs in 0.20sec)
ERROR: [212.192] --> [815.426]

#############################
#60: [39] sees 151 (+129) 3D points
Estimated Focal Length [499][2.97N]
# 34 projs (0 pts and 0 merges)
SKIP: 0 cams, 254 points, 1342 projs
PBA: 99 3D pts, 20 cams and 3655 projs...
PBA: 1.841 -> 1.610 (5 LMs in 0.21sec)
ERROR: [498.554] --> [1250.608]

#############################
#60: [40] sees 161 (+157) 3D points
Estimated Focal Length [1122][6.68N]
# 24 projs (0 pts and 0 merges)
SKIP: 0 cams, 254 points, 1348 projs
PBA: 99 3D pts, 20 cams and 3649 projs...
PBA: 1.774 -> 1.611 (5 LMs in 0.20sec)
Focal Length : [1121.935]->[1480.110]
Radial Distortion : [-92.447 -> -26]

#############################
#61: [45] sees 155 (+139) 3D points
Estimated Focal Length [417][2.53N]
# 33 projs (0 pts and 0 merges)
SKIP: 0 cams, 255 points, 1337 projs
PBA: 98 3D pts, 20 cams and 3663 projs...
PBA: 2.161 -> 1.632 (5 LMs in 0.20sec)
ERROR: [416.775] --> [879.376]

#############################
#61: [57] sees 172 (+120) 3D points
Estimated Focal Length [1064][6.19N]
# 38 projs (0 pts and 0 merges)
SKIP: 0 cams, 255 points, 1364 projs
PBA: 98 3D pts, 20 cams and 3674 projs...
PBA: 1.934 -> 1.646 (5 LMs in 0.20sec)
ERROR: [1064.377] --> [2636.400]

#############################
#61: [46] sees 185 (+147) 3D points
Estimated Focal Length [556][3.10N]
# 30 projs (0 pts and 0 merges)
SKIP: 0 cams, 255 points, 1367 projs
PBA: 98 3D pts, 20 cams and 3674 projs...
PBA: 1.975 -> 1.648 (5 LMs in 0.21sec)
Focal Length : [555.680]->[922.059]
Radial Distortion : [-37.277 -> -31]

#############################
#62: [48] sees 204 (+159) 3D points
Estimated Focal Length [247][1.34N]
# 30 projs (0 pts and 0 merges)
SKIP: 0 cams, 261 points, 1484 projs
PBA: 92 3D pts, 20 cams and 3557 projs...
PBA: 1.998 -> 1.709 (5 LMs in 0.22sec)
ERROR: [246.682] --> [661.347]

#############################
#62: [43] sees 175 (+152) 3D points
Estimated Focal Length [1583][9.31N]
# 28 projs (0 pts and 0 merges)
SKIP: 0 cams, 261 points, 1512 projs
PBA: 92 3D pts, 20 cams and 3557 projs...
PBA: 2.156 -> 1.704 (5 LMs in 0.20sec)
Focal Length : [1582.589]->[1381.904]
Radial Distortion : [-81.039 -> -27]

#############################
#63: [53] sees 213 (+131) 3D points
Estimated Focal Length [226][1.42N]
# 25 projs (0 pts and 0 merges)
SKIP: 0 cams, 261 points, 1484 projs
PBA: 92 3D pts, 20 cams and 3582 projs...
PBA: 1.868 -> 1.707 (5 LMs in 0.20sec)
ERROR: [226.491] --> [833.413]

#############################
#63: [60] sees 190 (+109) 3D points
Estimated Focal Length [1010][5.94N]
# 21 projs (0 pts and 0 merges)
SKIP: 0 cams, 252 points, 1308 projs
PBA: 101 3D pts, 20 cams and 3779 projs...
PBA: 1.995 -> 1.659 (5 LMs in 0.21sec)
Focal Length : [1009.654]->[759.274]
Radial Distortion : [-27.860 -> -30]

#############################
#64: [36] sees 201 (+146) 3D points
Estimated Focal Length [925][5.41N]
# 31 projs (0 pts and 0 merges)
SKIP: 0 cams, 266 points, 1643 projs
PBA: 87 3D pts, 20 cams and 3450 projs...
PBA: 1.951 -> 1.775 (5 LMs in 0.21sec)
Focal Length : [925.371]->[1137.328]
Radial Distortion : [-54.689 -> -26]

#############################
#65: [51] sees 224 (+160) 3D points
Estimated Focal Length [940][5.46N]
# 27 projs (0 pts and 0 merges)
SKIP: 0 cams, 268 points, 1682 projs
PBA: 85 3D pts, 20 cams and 3438 projs...
PBA: 2.065 -> 1.779 (5 LMs in 0.20sec)
Focal Length : [939.734]->[1163.057]
Radial Distortion : [-55.244 -> -26]

#############################
#66: [54] sees 274 (+130) 3D points
Estimated Focal Length [258][1.61N]
# 22 projs (0 pts and 0 merges)
SKIP: 0 cams, 267 points, 1672 projs
PBA: 86 3D pts, 20 cams and 3470 projs...
PBA: 1.930 -> 1.780 (5 LMs in 0.20sec)
ERROR: [258.189] --> [963.897]

#############################
#66: [47] sees 275 (+182) 3D points
Estimated Focal Length [416][2.32N]
# 27 projs (0 pts and 0 merges)
SKIP: 0 cams, 272 points, 1812 projs
PBA: 81 3D pts, 20 cams and 3357 projs...
PBA: 2.127 -> 1.767 (5 LMs in 0.21sec)
ERROR: [415.519] --> [886.264]

#############################
#66: [49] sees 233 (+153) 3D points
Estimated Focal Length [118][0.64W]
# 18 projs (0 pts and 0 merges)
ERROR: too few projections are initiated

#############################
#66: [208] sees 1334 (+115) 3D points
Estimated Focal Length [1442][7.36N]
# 130 projs (0 pts and 0 merges)
SKIP: 0 cams, 212 points, 845 projs
PBA: 141 3D pts, 21 cams and 4450 projs...
PBA: 3.151 -> 1.594 (5 LMs in 0.22sec)
Focal Length : [1442.305]->[3088.350]
Radial Distortion : [-348.591 -> -35]

#############################
#67: [197] sees 1628 (+109) 3D points
Estimated Focal Length [973][4.96N]
# 105 projs (0 pts and 0 merges)
SKIP: 0 cams, 201 points, 647 projs
PBA: 152 3D pts, 20 cams and 4709 projs...
PBA: 2.783 -> 1.562 (5 LMs in 0.20sec)
ERROR: images #172 has bad focal lengths
Focal Length : [973.123]->[1672.423]
Radial Distortion : [-103.463 -> -35]

#############################
#67: [207] sees 1457 (+122) 3D points
Estimated Focal Length [462][2.36N]
# 106 projs (0 pts and 0 merges)
SKIP: 0 cams, 209 points, 858 projs
PBA: 144 3D pts, 20 cams and 4604 projs...
PBA: 3.152 -> 1.598 (5 LMs in 0.21sec)
Focal Length : [461.782]->[1964.762]
Radial Distortion : [-137.497 -> -34]

#############################
#68: [209] sees 1413 (+132) 3D points
Estimated Focal Length [1197][6.11N]
# 106 projs (0 pts and 0 merges)
SKIP: 0 cams, 201 points, 671 projs
PBA: 152 3D pts, 20 cams and 4775 projs...
PBA: 2.898 -> 1.575 (5 LMs in 0.21sec)
Focal Length : [1196.863]->[3068.464]
Radial Distortion : [-351.348 -> -36]

#############################
#69: [210] sees 1445 (+149) 3D points
Estimated Focal Length [632][3.22N]
# 153 projs (0 pts and 0 merges)
SKIP: 0 cams, 187 points, 504 projs
PBA: 166 3D pts, 20 cams and 5095 projs...
PBA: 2.686 -> 1.538 (5 LMs in 0.22sec)
ERROR: images #173 has bad focal lengths
ERROR: images #171 has bad focal lengths
Focal Length : [631.606]->[1963.703]
Radial Distortion : [-141.822 -> -35]

#############################
#68: [119] sees 1075 (+139) 3D points
Estimated Focal Length [577][3.28N]
# 64 projs (0 pts and 0 merges)
SKIP: 0 cams, 198 points, 804 projs
PBA: 155 3D pts, 20 cams and 4859 projs...
PBA: 2.123 -> 1.537 (5 LMs in 0.20sec)
Focal Length : [576.700]->[1653.335]
Radial Distortion : [-102.705 -> -26]

#############################
#69: [158] sees 1406 (+127) 3D points
Estimated Focal Length [643][3.28N]
# 73 projs (0 pts and 0 merges)
SKIP: 0 cams, 193 points, 488 projs
PBA: 160 3D pts, 20 cams and 5010 projs...
PBA: 2.526 -> 1.524 (5 LMs in 0.21sec)
Focal Length : [642.829]->[1540.054]
Radial Distortion : [-92.280 -> -37]

#############################
#70: [176] sees 1437 (+114) 3D points
Estimated Focal Length [438][2.16N]
# 85 projs (0 pts and 0 merges)
SKIP: 0 cams, 193 points, 486 projs
PBA: 160 3D pts, 20 cams and 5097 projs...
PBA: 2.525 -> 1.530 (5 LMs in 0.20sec)
ERROR: images #174 has bad focal lengths
Focal Length : [438.472]->[1402.836]
Radial Distortion : [-71.761 -> -38]

#############################
#70: [175] sees 1501 (+126) 3D points
Estimated Focal Length [1993][9.72N]
# 113 projs (0 pts and 0 merges)
SKIP: 0 cams, 205 points, 730 projs
PBA: 148 3D pts, 20 cams and 4966 projs...
PBA: 2.286 -> 1.543 (5 LMs in 0.20sec)
Focal Length : [1993.471]->[2700.732]
Radial Distortion : [-273.182 -> -40]

#############################
#71: [206] sees 1612 (+115) 3D points
Estimated Focal Length [1884][9.76N]
# 102 projs (0 pts and 0 merges)
SKIP: 0 cams, 195 points, 511 projs
PBA: 158 3D pts, 20 cams and 5169 projs...
PBA: 2.836 -> 1.554 (5 LMs in 0.20sec)
Focal Length : [1884.071]->[3057.339]
Radial Distortion : [-357.979 -> -34]

#############################
#72: [122] sees 1178 (+138) 3D points
Estimated Focal Length [719][4.02N]
# 75 projs (0 pts and 0 merges)
SKIP: 0 cams, 195 points, 511 projs
PBA: 158 3D pts, 20 cams and 5244 projs...
PBA: 2.242 -> 1.592 (5 LMs in 0.21sec)
Focal Length : [719.482]->[2072.208]
Radial Distortion : [-173.411 -> -29]

#############################
#73: [152] sees 1750 (+120) 3D points
Estimated Focal Length [1209][6.50N]
# 72 projs (0 pts and 0 merges)
SKIP: 0 cams, 194 points, 507 projs
PBA: 159 3D pts, 20 cams and 5320 projs...
PBA: 2.417 -> 1.586 (5 LMs in 0.20sec)
Focal Length : [1208.718]->[2193.041]
Radial Distortion : [-189.314 -> -32]

#############################
#74: [205] sees 1701 (+110) 3D points
Estimated Focal Length [1360][7.04N]
# 102 projs (0 pts and 0 merges)
SKIP: 0 cams, 191 points, 482 projs
PBA: 162 3D pts, 20 cams and 5447 projs...
PBA: 2.862 -> 1.588 (5 LMs in 0.20sec)
ERROR: images #86 has bad focal lengths
Focal Length : [1359.581]->[2378.157]
Radial Distortion : [-204.161 -> -32]

#############################
#74: [177] sees 1633 (+116) 3D points
Estimated Focal Length [1128][5.61N]
# 115 projs (0 pts and 0 merges)
SKIP: 0 cams, 187 points, 497 projs
PBA: 166 3D pts, 20 cams and 5547 projs...
PBA: 2.455 -> 1.566 (5 LMs in 0.20sec)
Focal Length : [1128.360]->[2383.138]
Radial Distortion : [-212.706 -> -38]

#############################
#75: [174] sees 1894 (+121) 3D points
Estimated Focal Length [838][4.21N]
# 80 projs (0 pts and 0 merges)
SKIP: 0 cams, 187 points, 434 projs
PBA: 166 3D pts, 20 cams and 5627 projs...
PBA: 2.669 -> 1.574 (5 LMs in 0.20sec)
Focal Length : [837.738]->[1909.393]
Radial Distortion : [-137.168 -> -37]

#############################
#76: [178] sees 1848 (+112) 3D points
Estimated Focal Length [1287][6.53N]
# 78 projs (0 pts and 0 merges)
SKIP: 0 cams, 186 points, 417 projs
PBA: 167 3D pts, 20 cams and 5722 projs...
PBA: 2.456 -> 1.596 (5 LMs in 0.22sec)
Focal Length : [1287.149]->[2729.377]
Radial Distortion : [-277.223 -> -36]

#############################
#77: [211] sees 1653 (+108) 3D points
Estimated Focal Length [603][3.16N]
# 150 projs (0 pts and 0 merges)
SKIP: 0 cams, 172 points, 289 projs
PBA: 181 3D pts, 20 cams and 6000 projs...
PBA: 2.690 -> 1.578 (5 LMs in 0.20sec)
Focal Length : [602.643]->[1885.870]
Radial Distortion : [-130.392 -> -32]

#############################
#78: [106] sees 896 (+133) 3D points
Estimated Focal Length [179][1.03N]
# 49 projs (0 pts and 0 merges)
SKIP: 0 cams, 172 points, 289 projs
PBA: 181 3D pts, 20 cams and 6049 projs...
PBA: 1.895 -> 1.581 (5 LMs in 0.20sec)
ERROR: [179.423] --> [652.381]

#############################
#78: [172] sees 1708 (+117) 3D points
Estimated Focal Length [929][4.69N]
# 69 projs (0 pts and 0 merges)
SKIP: 0 cams, 172 points, 336 projs
PBA: 181 3D pts, 20 cams and 6071 projs...
